"titulo","titulo_fonte","genero","genero_fonte","diretor","diretor_fonte","dataLancamento","dataLancamento_fonte","nota","nota_fonte","atores","atores_fonte","distribuidora","distribuidora_fonte","captado","captado_fonte","maximo_numero_de_salas","maximo_numero_de_salas_fonte","bilheteria","bilheteria_fonte","publico","publico_fonte","classificacao_indicativa","classificacao_indicativa_fonte","titulo_filme_anterior","publico_filme_anterior","fonte_publico_filme_anterior","nome_programaTv","pontos_ibobeSP_Ano_do_lancamento","fonte_pontos_ibobeSP_Ano_do_lancamento","relancamento","temFilmeAnterior","filmeBaseadoSerieTV"
"veronica","filmeB","Policial","ministerioDaJustica","mauricio farias","ministerioDaJustica",2009-02-06,"filmeB","3","imdb","andrea beltrao / marco ricca","ministerioDaJustica","europa","ministerioDaJustica",1754404.63405292,"ancine",104,"filmeB",971406.120876026,"ancine",100934,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"vestido de noiva","filmeB","Drama","ministerioDaJustica","joffre rodrigues","ministerioDaJustica",2006-11-17,"cineclick","3","imdb","marilia pera / simone spaladore / andre valli","ministerioDaJustica","jbr / riofilme","ministerioDaJustica",2047017.55782748,"ancine",16,"filmeB",66733.9488320482,"ancine",5871,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"viajo porque preciso, volto","filmeB","Drama","imdb","marcelo gomes / karim ainouz","ministerioDaJustica",2010-05-07,"filmeB","4","imdb","irandhir santos","ministerioDaJustica","circuito_cinearte","ministerioDaJustica",259404.270347383,"ancine",18,"ancine",299736.035866012,"ancine",26361,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"vida de menina","filmeB","Drama","ministerioDaJustica","helena solberg","ministerioDaJustica",2003-06-07,"adorocinema","4","imdb","ludmila dayer / daniela escobar / dalton vigh / maria de sa","ministerioDaJustica","europa","ministerioDaJustica",4313810.03957813,"ancine",5,"filmeB",367883.083196854,"ancine",27648,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"vida sobre rodas","filmeB","Documentário","adorocinema","daniel baccaro","ministerioDaJustica",2010-11-26,"filmeB","4","imdb","documentario",NA,"columbia","ministerioDaJustica",2362100.75847536,"ancine",16,"filmeB",43164.5447268898,"ancine",3491,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"villa lobos - uma vida de paixão","ancine","Drama","ministerioDaJustica","zelito viana","ministerioDaJustica",2000-04-20,"folha","3","imdb","antonio fagundes / marcos palmeira / ana beatriz nogueira / leticia spiller","ministerioDaJustica","riofilme","ministerioDaJustica",9351634.71774909,"ancine",50,"ancine",2080043.73854986,"ancine",143981,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"vinganca","filmeB","Drama","ministerioDaJustica","paulo pons","ministerioDaJustica",2008-11-21,"filmeB","3","imdb","erom cordeiro / branca messina","ministerioDaJustica","pax_filmes_produtora / riofilme","ministerioDaJustica",NA,NA,12,"ancine",14659.9864991106,"ancine",1941,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"vinho de rosas","filmeB","Drama","imdb","elza maria da silva cataldo","ministerioDaJustica",2006-04-28,"folha","3","imdb","amanda vargas / fernanda vianna / christiane antuna / ines peixoto / jota dan","ministerioDaJustica","usina_digital","ministerioDaJustica",2117304.29357252,"ancine",1,"filmeB",136213.746230192,"ancine",23817,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"vinicius","filmeB","Documentário","ministerioDaJustica","miguel faria jr.","ministerioDaJustica",2005-12-02,"adorocinema","4","imdb","documentario",NA,"united_international","ministerioDaJustica",3171560.6725874,"ancine",32,"filmeB",3592902.50794063,"ancine",205603,"filmeB","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"violeta foi para o ceu","filmeB","Drama / Biografia","ministerioDaJustica","andres wood","ministerioDaJustica",2012-06-08,"filmeB","4","imdb","francisca gavilan / thomas durand / christian quevedo","ministerioDaJustica","imovision","ministerioDaJustica",NA,"ancine",10,"filmeB",391074.232140453,"ancine",33453,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"vips","filmeB","Drama","ministerioDaJustica","toniko melo","ministerioDaJustica",2011-03-25,"filmeB","3","imdb","wagner moura / gisele froes / norivall rizzo","ministerioDaJustica","paramount","ministerioDaJustica",3796160.36789756,"ancine",150,"filmeB",6908683.5143285,"ancine",597905,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"vips - historias reais de um","filmeB","Documentário","ministerioDaJustica","mariana caltabiano","ministerioDaJustica",2011-05-13,"filmeB","4","imdb","documentario",NA,"imovision","ministerioDaJustica",856289.122212432,"ancine",2,"ancine",21729.574948575,"ancine",852,"filmeB","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"virando bicho","filmeB","Documentário","ministerioDaJustica","silvia fraiha","ministerioDaJustica",2012-11-09,"filmeB","3","adorocinema -- critica","documentario",NA,"fraiha","ministerioDaJustica",714130.190850285,"ancine",24,"ancine",10844.2978322586,"ancine",1004,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"viuva rica solteira nao fica","filmeB","Drama","ministerioDaJustica","jose fonseca e costa","ministerioDaJustica",2007-04-13,"filmeB","3","imdb","bianca byington / cucha carvalheiro / jose raposo","ministerioDaJustica","plateau","ministerioDaJustica",NA,NA,2,"filmeB",18788.2109955638,"ancine",1494,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"viva sao joao!","filmeB","Documentário","ministerioDaJustica","andrucha waddington","ministerioDaJustica",2002-06-13,"folha","4","imdb","documentario",NA,"columbia","ministerioDaJustica",1601556.35662041,"ancine",13,"filmeB",90268.233469363,"ancine",7092,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"viva sapato!","filmeB","Comédia","ministerioDaJustica","luiz carlos lacerda","ministerioDaJustica",2003-10-19,"folha","3","imdb","paula burlamaqui / vladimir cruz / maria galiana / ney latorraca / caio junqueira","ministerioDaJustica","europa","ministerioDaJustica",3141551.30108459,"ancine",8,"filmeB",41870.3857916932,"ancine",3507,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"viva voz","filmeB","Comédia / Ação","ministerioDaJustica","paulo morelli","ministerioDaJustica",2004-05-21,"adorocinema","3","imdb","vivianne pasmanter / dan stulbach / graziela moretto / betty gofman / luciano chirolli","ministerioDaJustica","columbia","ministerioDaJustica",3519614.83432889,"ancine",79,"filmeB",2549197.19258232,"ancine",206568,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"vlado ? 30 anos depois","filmeB","Documentário","ministerioDaJustica","joao batista de andrade","ministerioDaJustica",2005-09-30,"folha","3","imdb","documentario",NA,"distr_prop","filmeB",NA,NA,2,"filmeB",38232.4795210809,"ancine",3283,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"vocacao do poder","filmeB","Comédia / Documentário","ministerioDaJustica","eduardo escorel / jose hoffily","ministerioDaJustica",2005-12-14,"folha","4","imdb","documentario",NA,"videofilmes","ministerioDaJustica",1166538.95006057,"ancine",2,"filmeB",22524.1218433183,"ancine",1995,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"vou rifar meu coracao","filmeB","Documentário","ministerioDaJustica","ana rieper","ministerioDaJustica",2012-08-03,"filmeB","4","imdb","documentario",NA,"vitrine","ministerioDaJustica",851826.990475065,"ancine",18,"ancine",100548.76784065,"ancine",10794,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"walachai","filmeB","Documentário","ministerioDaJustica","rejane zilles","ministerioDaJustica",2011-11-18,"filmeB","3","adorocinema -- critica","documentario",NA,"okna","ministerioDaJustica",NA,NA,8,"ancine",NA,NA,NA,NA,"0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"waldick, sempre no meu coracao","filmeB","Documentário","ministerioDaJustica","patricia pillar","ministerioDaJustica",2009-08-21,"filmeB","4","imdb","documentario",NA,"pequena_central_de","ministerioDaJustica",704276.433675092,"ancine",8,"ancine",21906.1373381441,"ancine",3742,"filmeB","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"wood & stock - sexo, oregano e","filmeB","Animação / Comédia","ministerioDaJustica","otto guerra","ministerioDaJustica",2006-10-12,"filmeB","3","imdb","animacao",NA,"snif_snif","ministerioDaJustica",566557.990556776,"ancine",15,"filmeB",650713.983325963,"ancine",55231,"filmeB","18","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"xingu","filmeB","Drama","ministerioDaJustica","cao hamburger","ministerioDaJustica",2012-04-06,"filmeB","4","imdb","caio blat / felipe camargo / joao miguel","ministerioDaJustica","downtown","ministerioDaJustica",10774840.606474,"ancine",195,"filmeB",4316894.67451906,"ancine",395856,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"xuxa abracadabra","filmeB","Comédia","ministerioDaJustica","moacyr goes","ministerioDaJustica",2003-12-19,"adorocinema","1","imdb","xuxa / marcio garcia / bruno abrahao / maria mariana azevedo","ministerioDaJustica","warner_bros","ministerioDaJustica",6227242.83781021,"ancine",305,"filmeB",20087658.0978842,"ancine",2214481,"filmeB","0","ministerioDaJustica",NA,0,NA,"Xuxa no Mundo da Imaginação",11,"veja",FALSE,FALSE,TRUE
"xuxa em o misterio de feiurinha","filmeB","Aventura","ministerioDaJustica","tizuka yamasaki","ministerioDaJustica",2009-12-25,"filmeB","1","imdb","xuxa / sasha meneghel / hebe camargo / luciano szafir / luciano huck","ministerioDaJustica","playarte","ministerioDaJustica",2443850.98759074,"ancine",192,"filmeB",10767787.4640145,"ancine",1299044,"filmeB","0","ministerioDaJustica",NA,0,NA,"TV Xuxa",8,"oplanetatv",FALSE,FALSE,TRUE
"xuxa em sonho de menina","filmeB","Infantil","ministerioDaJustica","rudi lagemann","ministerioDaJustica",2007-12-21,"filmeB","1","imdb","xuxa / leticia spiller","ministerioDaJustica","warner_bros","ministerioDaJustica",4801212.04683687,"ancine",220,"filmeB",2828244.22374859,"ancine",348391,"filmeB","0","ministerioDaJustica",NA,0,NA,"TV Xuxa",8,"resumododia.wordpress",FALSE,FALSE,TRUE
"xuxa e os duendes","filmeB","Aventura","ministerioDaJustica","paulo sergio almeida / rogerio gomes","ministerioDaJustica",2001-12-14,"adorocinema","1","imdb","xuxa / gugu liberato / tadeu mello / angelica / ana maria braga","ministerioDaJustica","warner_bros","ministerioDaJustica",7838732.26655188,"ancine",304,"filmeB",24768699.2351582,"ancine",2657091,"filmeB","0","ministerioDaJustica",NA,0,NA,"TV Xuxa",8,"resumododia.wordpress",FALSE,FALSE,TRUE
"xuxa e os duendes 2","filmeB","Aventura","ministerioDaJustica","paulo sergio almeida / rogerio gomes","ministerioDaJustica",2002-12-13,"adorocinema","1","imdb","xuxa / luciano szafir / vera ficher","ministerioDaJustica","warner_bros","ministerioDaJustica",10550177.7569711,"ancine",297,"filmeB",21935850.1448771,"ancine",2301152,"filmeB","0","ministerioDaJustica","xuxa",2657091,"filmeB","planeta xuxa",13,"observatoriodaimprensa",FALSE,TRUE,TRUE
"xuxa e o tesouro da cidade perdida","filmeB","Aventura / Infantil","ministerioDaJustica","moacyr goes","ministerioDaJustica",2004-12-10,"adorocinema","1","imdb","maria das gracas / xuxa / marcos pasquim / juliana knust / zeze motta","ministerioDaJustica","warner_bros","ministerioDaJustica",5385283.57784129,"ancine",300,"filmeB",11403465.7361603,"ancine",1331652,"filmeB","0","ministerioDaJustica",NA,0,NA,"Xuxa no Mundo da Imaginação",5,"virgula.uol",FALSE,FALSE,TRUE
"xuxa gemeas","filmeB","Comédia","ministerioDaJustica","jorge fernando","ministerioDaJustica",2006-12-15,"filmeB","1","imdb","xuxa / ivete sangalo / murilo rosa","ministerioDaJustica","fox","ministerioDaJustica",7041997.99516921,"ancine",272,"filmeB",8507245.21703197,"ancine",1035700,"filmeB","0","ministerioDaJustica",NA,0,NA,"TV Xuxa",9,"sp-godoy.zip",FALSE,FALSE,TRUE
"xuxa popstar","ancine","Aventura","ministerioDaJustica","paulo sergio almeida / tizuka yamasaki","ministerioDaJustica",2000-12-15,"adorocinema","1","imdb","xuxa / leonardo / luigi baricelli / marcos frota / silvia pfeifer","ministerioDaJustica","warner_bros","ministerioDaJustica",4336949.33684146,"ancine",304,"ancine",21943321.6553924,"ancine",2394326,"ancine","0","ministerioDaJustica",NA,0,NA,"Xuxa no Mundo da Imaginação",14,"folha",TRUE,FALSE,TRUE
"xuxa requebra","ancine","Aventura / Romance","ministerioDaJustica","tizuka yamasaki","ministerioDaJustica",1999-12-17,"adorocinema","1","imdb","xuxa / daniel / elke maravilha / luciano huck","xuxa / daniel / elke maravilha / luciano huck","fox","ministerioDaJustica",7353376.49597892,"ancine",218,"ancine",19748694.0527299,"ancine",2074461,"ancine","12","ministerioDaJustica",NA,0,NA,"planeta xuxa",23,"veja",TRUE,FALSE,TRUE
"xuxinha e guto contra os monstros","filmeB","Animação","ministerioDaJustica","clewerson saremba","ministerioDaJustica",2005-12-23,"adorocinema","1","imdb","animacao",NA,"warner_bros","ministerioDaJustica",8353307.09340475,"ancine",155,"filmeB",6432373.59330236,"ancine",596218,"filmeB","0","ministerioDaJustica",NA,0,NA,"tv xuxa",11,"terra",FALSE,FALSE,TRUE
"yndio do brasil","ancine","Documentário","ministerioDaJustica","sylvio back","ministerioDaJustica",1995-11-17,"folha","4","imdb","documentario",NA,"usina_de_kyno","ministerioDaJustica",NA,NA,NA,NA,47401.7174325539,"ancine",3000,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"ze pureza","filmeB","Documentário","guiadasemana","marcelo ernandez","ancine",2006-08-29,"br.groups.yahoo.com",NA,NA,"documentario",NA,"pipa","filmeB",NA,NA,2,"filmeB",2403.77971055842,"ancine",415,"filmeB","0","lpp-uerj",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"zico na rede","filmeB","Documentário","ministerioDaJustica","paulo vitor ferreira roscio","ministerioDaJustica",2009-07-03,"filmeB","4","folha","documentario",NA,"business_telecom","ministerioDaJustica",NA,NA,2,"ancine",3252.69008142113,"ancine",546,"ancine","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"zico, o filme","ancine","Documentário","ministerioDaJustica","elizeu ewald","ministerioDaJustica",2002-10-25,"adorocinema","4","imdb","documentario",NA,"diler_e_associados","ministerioDaJustica",2584239.94200493,"ancine",NA,NA,9966.2165137097,"ancine",1000,"ancine","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"zoando na tv","ancine","Comédia / Aventura","ministerioDaJustica","jose alvarenga jr.","ministerioDaJustica",1999-01-15,"folha","2","imdb","angelica / marcio garcia / miguel falabella / danielle winits","ministerioDaJustica","columbia","ancine",NA,NA,143,"ancine",9061827.05353192,"ancine",911394,"ancine","0","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"zuzu angel","filmeB","Drama","ministerioDaJustica","sergio rezende","ministerioDaJustica",2006-08-04,"adorocinema","4","imdb","patricia pillar / daniel de oliveira / luana piovani","ministerioDaJustica","warner_bros","ministerioDaJustica",8928747.28180346,"ancine",150,"filmeB",8563724.82707311,"ancine",774318,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a alma da gente","ancine","Documentário","ministerioDaJustica","helena solberg / david meyer","ministerioDaJustica",2013-08-23,"filmeB","3","adorocinema -- critica","documentario",NA,"eh","ministerioDaJustica",NA,NA,8,"ancine",16792.5641395333,"ancine",1401,"ancine","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a batalha do passinho","ancine","Documentário","ministerioDaJustica","emilio domingos","ministerioDaJustica",2013-10-11,"filmeB","3","imdb","documentario",NA,"arte_vital","ministerioDaJustica",NA,NA,6,"ancine",18144.832646644,"ancine",2285,"ancine","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a busca","ancine","Drama","ministerioDaJustica","luciano moura","ministerioDaJustica",2013-03-15,"filmeB","3","imdb","luciano moura","ministerioDaJustica","downtown","ministerioDaJustica",5198196.83957004,NA,162,"ancine",3848429.44704682,"ancine",352914,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a cidade e uma so?","ancine","Documentário","ministerioDaJustica","adirley queiros","ministerioDaJustica",2013-07-12,"filmeB","4","imdb","documentario",NA,"vitrine","ministerioDaJustica",NA,NA,6,"ancine",14405.1553540151,"ancine",1379,"ancine","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a colecao invisivel","ancine","Drama","adorocinema","bernard attal","ministerioDaJustica",2013-09-06,"filmeB","3","imdb","bernard attal","ministerioDaJustica","providence","ministerioDaJustica",NA,NA,20,"ancine",64588.8506482993,"ancine",7295,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a floresta de jonathas","ancine","Drama","adorocinema","sergio j. andrade","ministerioDaJustica",2013-11-29,"filmeB","3","imdb","sergio j. andrade","ministerioDaJustica","vitrine","ministerioDaJustica",NA,NA,2,"ancine",5665.6313226744,"ancine",525,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a luz do tom","ancine","Documentário","ministerioDaJustica","nelson pereira dos santos","ministerioDaJustica",2013-02-08,"filmeB","3","imdb","documentario",NA,"bretz","ministerioDaJustica",NA,NA,12,"ancine",99235.4228185072,"ancine",8831,"ancine","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"amazonia desconhecida","ancine","Drama","ministerioDaJustica","marcio garcia","ministerioDaJustica",2013-12-04,"cineweb","3","imdb","marcio garcia","ministerioDaJustica","h2o_films","ministerioDaJustica",526177.664832,NA,1,"ancine",428.91,"ancine",67,"ancine","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a memoria que me contam","ancine","Documentário","ministerioDaJustica","daniel augusto / eduardo rajabally","ministerioDaJustica",2013-06-14,"filmeB","2","imdb","documentario",NA,"elo_audiovisual_servicos","ministerioDaJustica",NA,NA,7,"ancine",70752.731887713,"ancine",6204,"ancine","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"america - uma historia portuguesa","ancine","Drama","ministerioDaJustica","rubens gennaro / alberto rondalli","ministerioDaJustica",2013-02-22,"filmeB","3","imdb","rubens gennaro / alberto rondalli","ministerioDaJustica","polifilmes","ministerioDaJustica",701556.787222459,NA,1,"ancine",3593.36525351782,"ancine",307,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a nave - uma viagem com a jazz sinfonica de sao paulo","ancine","Documentário","imdb","lucia murat","ministerioDaJustica",2013-11-05,"cabinecultural",NA,NA,"lucia murat","ministerioDaJustica","drama","dramafilmes",233755.226647826,NA,1,"ancine",1120.17324672,"ancine",365,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"angie","ancine","Drama","ministerioDaJustica","cesar charlone","ministerioDaJustica",2013-04-12,"filmeB","3","imdb","cesar charlone","ministerioDaJustica","panda","ministerioDaJustica",664916.254512392,NA,46,"ancine",103216.965715355,"ancine",9115,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"anita e garibaldi","ancine","Documentário","ministerioDaJustica","carlos fausto / leonardo sette / takuma kuikuro","ministerioDaJustica",2013-12-06,"filmeB","2","imdb","documentario",NA,"vitrine","ministerioDaJustica",5798826.26328,NA,10,"ancine",10827.949008,"ancine",942,"ancine","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"artigas - la redota","ancine","Drama","ministerioDaJustica","rodrigo de oliveira / vitor graize","ministerioDaJustica",2013-05-24,"adorocinema","3","imdb","rodrigo de oliveira / vitor graize","ministerioDaJustica","petrini","ministerioDaJustica",NA,NA,3,"ancine",23268.493867157,"ancine",2318,"ancine","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"as hiper mulheres","ancine","Comédia","ministerioDaJustica","daniel burman","ministerioDaJustica",2013-06-07,"filmeB","3","imdb","daniel burman","ministerioDaJustica","imovision","ministerioDaJustica",NA,NA,5,"ancine",8020.88060636563,"ancine",799,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"as horas vulgares","ancine","Comédia","ministerioDaJustica","roberto santucci","ministerioDaJustica",2013-08-09,"filmeB","3","imdb","roberto santucci","ministerioDaJustica","paris","ministerioDaJustica",NA,NA,NA,NA,NA,NA,NA,NA,"12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a sorte em suas maos","ancine","Drama","ministerioDaJustica","joao nuno pinto","ministerioDaJustica",2013-08-23,"adorocinema","3","imdb","joao nuno pinto","ministerioDaJustica","panda","ministerioDaJustica",289757.992733376,NA,18,"ancine",323404.523987862,"ancine",24968,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"ate que a sorte nos separe 2","ancine","Drama","ministerioDaJustica","marcio cavalcanti curi","ministerioDaJustica",2013-12-27,"filmeB","3","imdb","marcio cavalcanti curi","ministerioDaJustica","asacine","ministerioDaJustica",4051771.259976,NA,778,"ancine",12263686.318248,"ancine",1047498,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"a ultima estacao","ancine","Documentário","ministerioDaJustica","luiz otavio de santi","ministerioDaJustica",2013-09-27,"filmeB","3","imdb","documentario",NA,"polifilmes","ancine",1681430.05234449,NA,13,"ancine",21495.3434454803,"ancine",1847,"ancine","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"boa sorte, meu amor","ancine","Drama","ministerioDaJustica","daniel aragao","ministerioDaJustica",2013-08-30,"filmeB","3","imdb","daniel aragao","ministerioDaJustica","orquestra_cinema_estudios","ministerioDaJustica",NA,NA,11,"ancine",32512.5264876099,"ancine",4032,"ancine","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"bonitinha, mas ordinaria","ancine","Drama","ministerioDaJustica","moacyr goes","ministerioDaJustica",2013-05-24,"filmeB","3","imdb","moacyr goes","ministerioDaJustica","diler_e_associados","ministerioDaJustica",4770253.86470101,NA,44,"ancine",144168.447916534,"ancine",13997,"ancine","18","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"caleuche - o chamado do mar","ancine","Suspense","ministerioDaJustica","jorge olguin","ministerioDaJustica",2013-11-01,"filmeB","3","imdb","jorge olguin","ministerioDaJustica","the_walt_disney","ministerioDaJustica",532691.082,NA,2,"ancine",6623.63311104,"ancine",497,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"carreras","ancine","Aventura","ministerioDaJustica","salete machado","ministerioDaJustica",2013-08-09,"filmeB","3","filmow","salete machado","ministerioDaJustica","sirino_e_silvestre","ministerioDaJustica",NA,NA,4,"ancine",78470.498018494,"ancine",16908,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"casa da mae joana 2","ancine","Ação","ministerioDaJustica","hugo carvana","ministerioDaJustica",2013-09-06,"filmeB","2","imdb","hugo carvana","ministerioDaJustica","imagem","ministerioDaJustica",3717137.05852113,NA,187,"ancine",1638388.2164188,"ancine",152596,"ancine","14","ministerioDaJustica","casa da mae joana",525035,"ancine",NA,0,NA,FALSE,TRUE,FALSE
"chamada a cobrar","ancine","Suspense","ministerioDaJustica","anna luiza machado da silva muylaerte","ministerioDaJustica",2013-06-21,"filmeB","2","imdb","anna luiza machado da silva muylaerte","ministerioDaJustica","gullane","ministerioDaJustica",203928.791933148,NA,1,"ancine",6670.6055301742,"ancine",527,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cidade cinza","ancine","Documentário","ministerioDaJustica","marcelo mesquita / guilherme valiengo","ministerioDaJustica",2013-11-22,"filmeB","4","imdb","documentario",NA,"sala12","ministerioDaJustica",NA,NA,12,"ancine",97160.2051211352,"ancine",7792,"ancine","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cine holliudy","ancine","Comédia","ministerioDaJustica","halder gomes","ministerioDaJustica",2013-08-09,"filmeB","3","imdb","halder gomes","ministerioDaJustica","downtown","ministerioDaJustica",NA,NA,74,"ancine",5157575.36686154,"ancine",485259,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"colegas","ancine","Comédia","ministerioDaJustica","marcelo galvao","ministerioDaJustica",2013-03-01,"filmeB","4","imdb","marcelo galvao","ministerioDaJustica","europa","ministerioDaJustica",3750115.52225604,NA,141,"ancine",1796982.44163406,"ancine",163624,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"coracao do brasil","ancine","Documentário","ministerioDaJustica","daniel sola santiago","ministerioDaJustica",2013-04-19,"filmeB","3","adorocinema -- critica","documentario",NA,"providence","ministerioDaJustica",155839.747151342,NA,6,"ancine",6041.53298166436,"ancine",631,"ancine","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"corda bamba","ancine","Drama","adorocinema","eduardo goldenstein","adorocinema",2013-10-11,"filmeB","3","imdb","eduardo goldenstein",NA,"copacabana","adorocinema",NA,NA,8,"ancine",15131.6669303665,"ancine",1591,"ancine","0","revistapontocom",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cores","ancine","Drama","ministerioDaJustica","francisco garcia","ministerioDaJustica",2013-05-10,"filmeB","3","imdb","francisco garcia","ministerioDaJustica","providence","ministerioDaJustica",1309087.70463631,NA,5,"ancine",22570.9062862403,"ancine",2356,"ancine","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"corpo presente","ancine","Drama","ministerioDaJustica","marcelo toledo / paolo gregori","ministerioDaJustica",2013-08-11,"adorocinema","3","adorocinema -- critica","marcelo toledo / paolo gregori","ministerioDaJustica","raiz","ministerioDaJustica",24792.4008033902,NA,1,"ancine",7014.90501834813,"ancine",533,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cro - o filme","ancine","Comédia","ministerioDaJustica","bruno barreto","ministerioDaJustica",2013-11-29,"filmeB","1","imdb","bruno barreto","ministerioDaJustica","paris","ministerioDaJustica",2993216.556,NA,467,"ancine",18342986.6874793,"ancine",1652949,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
