"titulo","titulo_fonte","genero","genero_fonte","diretor","diretor_fonte","dataLancamento","dataLancamento_fonte","nota","nota_fonte","atores","atores_fonte","distribuidora","distribuidora_fonte","captado","captado_fonte","maximo_numero_de_salas","maximo_numero_de_salas_fonte","bilheteria","bilheteria_fonte","publico","publico_fonte","classificacao_indicativa","classificacao_indicativa_fonte","titulo_filme_anterior","publico_filme_anterior","fonte_publico_filme_anterior","nome_programaTv","pontos_ibobeSP_Ano_do_lancamento","fonte_pontos_ibobeSP_Ano_do_lancamento","relancamento","temFilmeAnterior","filmeBaseadoSerieTV"
"brigada para-quedista","filmeB","Documentário","ministerioDaJustica","evaldo mocarzel","ministerioDaJustica",2008-09-19,"filmeB","3","folha","documentario",NA,"polifilmes","ministerioDaJustica",NA,"ancine",1,"ancine",1050.72549722899,"ancine",126,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"brilhante","filmeB","Documentário","ministerioDaJustica","conceicao senna","ministerioDaJustica",2006-12-08,"filmeB","4","folha","documentario",NA,"mp2 / riofilme","ministerioDaJustica",NA,"ancine",3,"filmeB",14249.6555663672,"ancine",1581,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"broder","filmeB","Drama","ministerioDaJustica","jeferson de","ministerioDaJustica",2011-04-21,"filmeB","3","imdb","caio blat / jonathan haagensen / silvio guindane","ministerioDaJustica","columbia","ministerioDaJustica",3049645.47095199,"ancine",31,"filmeB",434467.588185026,"ancine",37276,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"bruna surfistinha","filmeB","Biografia / Drama / Romance","ministerioDaJustica","marcus baldini","ministerioDaJustica",2011-02-25,"filmeB","3","imdb","deborah secco / cassio gabus mendes","ministerioDaJustica","imagem","ministerioDaJustica",5071155.19888711,"ancine",310,"filmeB",23725699.635149,"ancine",2167189,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"budapeste","filmeB","Drama","ministerioDaJustica","walter carvalho","ministerioDaJustica",2009-05-22,"filmeB","3","imdb","leonardo medeiros / giovanna antonelli","ministerioDaJustica","imagem","ministerioDaJustica",4066348.30040186,"ancine",39,"filmeB",1118525.45083224,"ancine",96174,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"buena sorte","ancine","Aventura","ministerioDaJustica","tania lamarca","ministerioDaJustica",1997-05-21,"folha","2","imdb","marcos palmeira / gracindo junior / karina barum","ministerioDaJustica","columbia","ministerioDaJustica",6337252.24684229,"ancine",7,"ancine",102214.237165542,"ancine",10674,"ancine","0","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"bufo & spallanzani","ancine","Drama","ministerioDaJustica","flavio tambellini","ministerioDaJustica",2001-08-31,"adorocinema","4","imdb","jose mayer / tony ramos / isabel gueron / juca de oliveira / jose wilker","ministerioDaJustica","warner_bros","ministerioDaJustica",5885026.8981122,"ancine",39,"ancine",547101.721402428,"ancine",47017,"ancine","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cabeca a premio","filmeB","Drama / Policial / Suspense","ministerioDaJustica","marco ricca","ministerioDaJustica",2010-08-20,"filmeB","3","imdb","alece braga / eduardo moscovis / daniel hendler","ministerioDaJustica","europa","ministerioDaJustica",2008230.41712077,"ancine",19,"filmeB",114994.860869901,"ancine",10608,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cabra-cega","filmeB","Drama","ministerioDaJustica","toni venture","ministerioDaJustica",2005-04-08,"imdb","3","imdb","leonardo medeiros / debora bloch / jonas bloch","ministerioDaJustica","europa","ministerioDaJustica",1378119.49222784,"ancine",8,"filmeB",344278.311562347,"ancine",28620,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cafe dos maestros","filmeB","Documentário","ministerioDaJustica","miguel kohan","ministerioDaJustica",2008-12-25,"filmeB","4","imdb","documentario",NA,"videofilmes","ministerioDaJustica",396779.920239178,"ancine",2,"filmeB",373856.30422329,"ancine",34469,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cafundo","filmeB","Biografia / Drama / Épico / Guerra","imdb","paulo betti / clovis bueno","ministerioDaJustica",2006-09-22,"filmeB","3","imdb","lazaro ramos / leona cavalli / leandro firmino / valeria mona / chica lopes","ministerioDaJustica","laz_audiovisual_e_prole_de_adao","ministerioDaJustica",5796598.20075476,"ancine",7,"filmeB",274569.619011216,"ancine",33534,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cafune","filmeB","Drama","ministerioDaJustica","bruno vianna","ministerioDaJustica",2006-08-16,"folha","3","imdb","priscila assum / lucio andrey / dilma loes / carlo massy / roberto maya / daniel","ministerioDaJustica","estacao","filmeB",221887.3578977,"ancine",5,"filmeB",49890.6327987716,"ancine",4236,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"caixa dois","filmeB","Comédia","ministerioDaJustica","bruno barreto","ministerioDaJustica",2007-04-06,"filmeB","3","imdb","tiago fragoso / giovanna antonelli / fulvio stefanini / cassio gabus mendes","ministerioDaJustica","columbia","ministerioDaJustica",4438046.61909169,"ancine",153,"filmeB",3033701.69453993,"ancine",247292,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cama de gato","filmeB","Drama / Comédia","ministerioDaJustica","alexandre stockler","ministerioDaJustica",2004-09-17,"imdb","3","imdb","caio blat / rodrigo bolzan / cainan baladez / rennata airoldi","caio blat / rodrigo bolzan / cainan baladez / rennata airoldi","a_excecao_e_a_regra / alexandre_stockler","ministerioDaJustica",NA,NA,1,"filmeB",304087.831378415,"ancine",25315,"filmeB","18","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"caminho dos sonhos","ancine","Romance / Musical","ministerioDaJustica","lucas amberg","ministerioDaJustica",1999-08-13,"folha","3","imdb","elliot gould / talia shire / edward boggis","ministerioDaJustica","united_international","ministerioDaJustica",3562787.7595159,"ancine",22,"ancine",169450.268981588,"ancine",14646,"ancine","0","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"cana quente","filmeB","Drama","interfilmes","luiz alberto zakir","ancine",2008-09-19,"filmeB","4","folha","hugo casarini / edmilson nascimento / maria helena serrano","cineweb","glass","filmeB",NA,NA,1,"ancine",735.908888326412,"ancine",163,"ancine","16","cineclick",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"canta maria","filmeB","Drama","ministerioDaJustica","francisco ramalho jr","ministerioDaJustica",2006-11-17,"folha","3","imdb","marco ricca / edward boggis / vanessa giacomo","ministerioDaJustica","california","ministerioDaJustica",6182873.81570671,"ancine",34,"filmeB",84349.7701863697,"ancine",7949,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cao sem dono","filmeB","Drama","ministerioDaJustica","beto brant / renato ciasca","ministerioDaJustica",2007-05-11,"filmeB","3","imdb","julio andrade / taina muller / roberto oliveira","ministerioDaJustica","drama","ministerioDaJustica",3593327.24932126,"ancine",6,"filmeB",347517.864936357,"ancine",31231,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"caparao","filmeB","Documentário","ministerioDaJustica","flavio frederico","ministerioDaJustica",2007-06-07,"filmeB","3","imdb","documentario",NA,"kinoscopio","ministerioDaJustica",128998.584937739,"ancine",9,"ancine",30271.6679320562,"ancine",3508,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"capitaes da areia","filmeB","Romance","ministerioDaJustica","cecilia amado","ministerioDaJustica",2011-10-07,"filmeB","3","imdb","jean luis amorim / ana graciela","ministerioDaJustica","imagem","ministerioDaJustica",6730403.17131256,"ancine",115,"filmeB",1693276.75110771,"ancine",174352,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"caramuru - a invenção do brasil","ancine","Comédia","ministerioDaJustica","guel arraes","ministerioDaJustica",2001-11-09,"adorocinema","3","imdb","selton mello / camila pitanga / deborah secco / tonico pereira / luis melo","ministerioDaJustica","columbia","ministerioDaJustica",NA,NA,170,"ancine",3202006.16461711,"ancine",246023,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"carandiru","filmeB","Drama","ministerioDaJustica","hector babenco","ministerioDaJustica",2003-04-11,"adorocinema","4","imdb","luis carlos vasconcelos / milton goncalves / rodrigo santoro / floriano peixoto","luis carlos vasconcelos / milton goncalves / rodrigo santoro / floriano peixoto","columbia","ministerioDaJustica",11467193.7099327,"ancine",247,"filmeB",52705846.7478226,"ancine",4693853,"filmeB","18","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cara ou coroa","filmeB","Drama","ministerioDaJustica","ugo giorgetti","ministerioDaJustica",2012-09-07,"filmeB","3","imdb","emilio de mello / julia ianina / otavio augusto","ministerioDaJustica","espaco / vinny","ministerioDaJustica",1997275.2328191,"ancine",2,"filmeB",91278.4374201807,"ancine",7305,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"carlota joaquina, princesa do brazil","ancine","Comédia","ministerioDaJustica","carla camurati","ministerioDaJustica",1995-02-02,"rodaviva","4","imdb","marieta severo / marco nanini","ministerioDaJustica","elimar","ministerioDaJustica",NA,NA,33,"ancine",23732592.6031734,"ancine",1286000,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"carnaval, bexiga, funk e sombrinha","filmeB","Documentário","ministerioDaJustica","marco vinicius faushni","ministerioDaJustica",2006-02-21,"adorocinema",NA,NA,"documentario",NA,"distribuicao_propria","filmeB",NA,NA,1,"filmeB",88326.693528807,"ancine",6955,"ancine","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"caro francis","filmeB","Documentário","ministerioDaJustica","nelson hoineff","ministerioDaJustica",2010-01-08,"filmeB","4","imdb","documentario",NA,"imovision","ministerioDaJustica",NA,NA,2,"ancine",55780.9219237041,"ancine",5033,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"carreiras","filmeB","Comédia","ministerioDaJustica","domingos de oliveira","ministerioDaJustica",2007-06-22,"filmeB","3","imdb","domingos de oliveira / priscilla rozenbaum","ministerioDaJustica","estacao","filmeB",248955.88838801,"ancine",8,"ancine",60755.4668704545,"ancine",5778,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cartola - musica para os olhos","filmeB","Documentário","ministerioDaJustica","hilton lacerda da luz filho / lirio da silva ferreira neto","ministerioDaJustica",2007-04-06,"filmeB","4","imdb","documentario",NA,"raccord","ministerioDaJustica",1929950.85482646,"ancine",14,"ancine",749856.967719259,"ancine",63924,"filmeB","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"casa de areia","filmeB","Drama","ministerioDaJustica","andrucha waddington","ministerioDaJustica",2005-05-13,"adorocinema","4","imdb","fernanda montenegro / fernanda torres / luis melodia","ministerioDaJustica","columbia","ministerioDaJustica",10769697.7134118,"ancine",35,"filmeB",2412901.15766563,"ancine",187296,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"seus problemas acabaram","filmeB","Comédia","ministerioDaJustica","jose lavigne","ministerioDaJustica",2006-07-01,"adorocinema","2","imdb","claudio manoel / reinaldo madureira / beto silva","ministerioDaJustica","europa","ministerioDaJustica",NA,NA,180,"filmeB",6317080.55920161,"ancine",596624,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"casseta e planeta - a taca","filmeB","Comédia","ministerioDaJustica","lula buarque de hollanda","ministerioDaJustica",2003-11-21,"adorocinema","2","imdb","bussunda / hubert / maria paula / helio de la pena / claudio manoel / reinaldo madureira","ministerioDaJustica","warner_bros","ministerioDaJustica",7788187.83992208,"ancine",250,"filmeB",7502334.41895174,"ancine",672806,"filmeB","14","ministerioDaJustica",NA,0,NA,"casseta e planeta",37,"estadao",FALSE,FALSE,TRUE
"cassiopéia","ancine","Aventura / Animação / Infantil / Ficção Científica","imdb","clovis vieira","ancine",1996-12-02,"folha","3","imdb","animacao",NA,"riofilme","ancine",943474.512261002,"ancine",34,"ancine",169728.117803892,"ancine",14224,"ancine","0","adorocinema",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"castelar e nelson dantas no pais dos generais","filmeB","Documentário","ministerioDaJustica","carlos prates","ministerioDaJustica",2008-08-29,"filmeB","4","folha","documentario",NA,"sertaneja_de_cinema","ministerioDaJustica",134054.392954355,"ancine",1,"filmeB",4325.26498867228,"ancine",338,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"castelo rá-tim-bum, o filme","ancine","Aventura / Infantil","ministerioDaJustica","cao hamburger","ministerioDaJustica",1999-12-31,"adorocinema","3","imdb","marieta severo / rosi campos / sergio mamberti","ministerioDaJustica","columbia","ministerioDaJustica",15142352.6563015,"ancine",134,"ancine",7325684.2437104,"ancine",725329,"ancine","0","ministerioDaJustica",NA,0,NA,"castelo rá-tim-bum",12,"cultura.estadao",TRUE,FALSE,TRUE
"causa secreta","ancine","Variedades","ministerioDaJustica","sergio bianchi","ministerioDaJustica",1994-08-19,"folha","4","imdb","ester goes / renato borghi","ministerioDaJustica","elo_audiovisual_servicos","ministerioDaJustica",NA,NA,NA,NA,62484.817785855,"ancine",3000,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"cazuza - o tempo nao para","filmeB","Documentário","ministerioDaJustica","sandra werneck / walter carvalho","ministerioDaJustica",2004-06-11,"adorocinema","4","imdb","documentario",NA,"columbia","ministerioDaJustica",6952905.20181889,"ancine",152,"filmeB",35360975.181499,"ancine",3082522,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"celeste e estrela","filmeB","Comédia","ministerioDaJustica","betse de paula","ministerioDaJustica",2005-12-02,"imdb","3","imdb","dira paes / fabio nassar / ana paula arosio","ministerioDaJustica","bpp","ministerioDaJustica",324707.402193471,"ancine",2,"filmeB",36510.7044094287,"ancine",4965,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"central do brasil","ancine","Drama","ministerioDaJustica","walter salles","ministerioDaJustica",1998-04-03,"adorocinema","4","imdb","fernanda torres / marilia pera / vinicius de oliveira / soia lira","ministerioDaJustica","videofilmes","ministerioDaJustica",8050032.58977701,"ancine",79,"ancine",21189461.8825576,"ancine",1593967,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"cerro do jarau","filmeB","Ação / Comédia / Musical","ministerioDaJustica","beto souza","ministerioDaJustica",2006-02-09,"clubedasombra","2","imdb","tarcisio filho / miguel ramos / joao franca / lu adams","ministerioDaJustica","europa","ministerioDaJustica",2304369.09678405,"ancine",3,"filmeB",28716.1613503404,"ancine",6252,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"chantal akerman, de ca","filmeB","Documentário","ministerioDaJustica","gustavo beck","ministerioDaJustica",2011-06-10,"filmeB","3","imdb","documentario",NA,"vitrine","ministerioDaJustica",NA,NA,6,"ancine",1658.15232849814,"ancine",282,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"chega de saudade","filmeB","Drama / Comédia","ministerioDaJustica","lais bodanzky","ministerioDaJustica",2008-03-21,"filmeB","4","imdb","betty faria / tonia carreira / leonardo villar","ministerioDaJustica","columbia","ministerioDaJustica",6965365.62428496,"ancine",31,"filmeB",2200354.09070731,"ancine",180045,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"chico xavier","filmeB","Drama","ministerioDaJustica","daniel filho","ministerioDaJustica",2010-04-02,"filmeB","3","imdb","tony ramos / laura cardoso","ministerioDaJustica","downtown","ministerioDaJustica",6416805.85645383,"ancine",324,"filmeB",37511257.3625775,"ancine",3414900,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cidadao boilesen","filmeB","Documentário","ministerioDaJustica","chaim litewski","ministerioDaJustica",2009-11-27,"filmeB","4","imdb","documentario",NA,"imovision","ministerioDaJustica",NA,NA,5,"ancine",96679.0320436232,"ancine",8447,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cidade baixa","filmeB","Drama","ministerioDaJustica","sergio machado","ministerioDaJustica",2005-11-04,"adorocinema","3","imdb","lazaro ramos / wagner moura / alice braga","ministerioDaJustica","videofilmes","ministerioDaJustica",4614311.07573764,"ancine",31,"filmeB",1551414.12492052,"ancine",117224,"filmeB","18","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cidade de deus","filmeB","Drama","ministerioDaJustica","fernando meirelles","ministerioDaJustica",2002-08-30,"adorocinema","4","imdb","matheus nachtergaele / douglas silva / roberta rodrigues","ministerioDaJustica","imagem","ministerioDaJustica",15326454.0735077,"ancine",100,"filmeB",38525774.6770803,"ancine",3117220,"filmeB","18","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"plastic city","filmeB","Suspense","ministerioDaJustica","nelson yu lik-wai","ministerioDaJustica",2010-01-22,"filmeB","2","imdb","anthony wong chau-sang / taina muller","ministerioDaJustica","paris","ministerioDaJustica",4037566.44700304,"ancine",1,"filmeB",5140.99391485778,"ancine",426,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cidade dos homens","filmeB","Drama","ministerioDaJustica","paulo morelli","ministerioDaJustica",2007-08-31,"filmeB","4","imdb","douglas silva / darlan cunha","ministerioDaJustica","fox","ministerioDaJustica",7999475.76165626,"ancine",129,"filmeB",3191638.47219289,"ancine",282425,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cilada.com","filmeB","Comédia / Romance","ministerioDaJustica","jose alvarenga jr.","ministerioDaJustica",2011-07-08,"filmeB","3","imdb","bruno mazzeo / fernanda paes leme","ministerioDaJustica","downtown","ministerioDaJustica",5759625.77222232,"ancine",355,"filmeB",32217078.2844415,"ancine",3020337,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cildo","filmeB","Documentário","ministerioDaJustica","rodrigo lamounier","ministerioDaJustica",2010-09-24,"filmeB","4","imdb","documentario",NA,"matizar / videofilmes","ministerioDaJustica",NA,NA,3,"ancine",9703.08247400037,"ancine",850,"filmeB","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cinderela bahiana","ancine","Comédia / Drama / Musical / Romance","imdb","conrado sanches","ancine",1998-09-04,"folha","1","imdb","carla perez / alexandre pires","cartaz","art_films","ancine",NA,NA,NA,NA,471018.791119748,"ancine",32000,"ancine",NA,NA,NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"cinderelas, lobos e um","filmeB","Documentário","ministerioDaJustica","joel zito araujo","ministerioDaJustica",2009-05-22,"filmeB","4","imdb","documentario",NA,"pipa","ministerioDaJustica",492123.026422345,"ancine",6,"ancine",15565.000267388,"ancine",3066,"ancine","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cocorico - as aventuras na cidade","filmeB","Infantil / Animação","ministerioDaJustica","fernando gomes","ministerioDaJustica",2009-07-17,"filmeB","3","epipoca","cocorico","eu","moviemobz","ministerioDaJustica",NA,NA,39,"ancine",225353.145546422,"ancine",23459,"filmeB","0","ministerioDaJustica",NA,0,NA,"cocorico",2,"itvibopedatv",FALSE,FALSE,TRUE
"cinegibi, o filme - turma da monica","filmeB","Animação","ministerioDaJustica","jose marcio nicolosi","ministerioDaJustica",2004-06-09,"adorocinema","3","imdb","animacao",NA,"united_international","ministerioDaJustica",1411620.13676534,"ancine",100,"filmeB",3037824.13335544,"ancine",305752,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cinema, aspirina e urubus","filmeB","Drama","ministerioDaJustica","marcelo gomes","ministerioDaJustica",2005-11-11,"adorocinema","4","imdb","joao miguel / peter ketnath / jose leite / osvaldo mil","ministerioDaJustica","imovision","ministerioDaJustica",2166348.29708681,"ancine",17,"filmeB",1339948.21553924,"ancine",70185,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cinema de lágrimas","ancine","Drama","cineplayers","nelson pereira dos santos","ancine",1995-10-01,"folha","3","imdb","raul cortez / andre barros / christiane torloni","cartaz","riofilme","ancine",NA,NA,NA,NA,24035.0408241764,"ancine",1575,"ancine",NA,NA,NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"circular","filmeB","Drama","imdb","aly muritiba / bruno de oliveira / adriano esturilho / fabio allon / diego f.","ministerioDaJustica",2012-10-12,"filmeB","3","imdb","leticia sabatella / cesar troncoso","ministerioDaJustica","grafo","ministerioDaJustica",NA,NA,1,"filmeB",18359.9971947317,"ancine",1656,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"clementina de jesus - rainha","filmeB","Documentário","ministerioDaJustica","werinton kermes","ministerioDaJustica",2012-11-15,"filmeB","4","cineplayers","documentario",NA,"werinton_kermes_telles_marsal","ministerioDaJustica",NA,NA,NA,NA,NA,NA,325,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cleopatra","filmeB","Drama","ministerioDaJustica","julio bressane","ministerioDaJustica",2008-05-22,"filmeB","3","imdb","alessandra negrini / miguel falabella","ministerioDaJustica","grupo_novo_de_cinema_e_tv / riofilme","ministerioDaJustica",4749120.60989138,"ancine",8,"filmeB",61734.3262319424,"ancine",7241,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cocorico conta os classicos","filmeB","Infantil","ministerioDaJustica","fernando marcio gomes","ministerioDaJustica",2012-10-12,"filmeB","4","cineplayers","bonecos manipulados","ministerioDaJustica","moviemobz","ministerioDaJustica",NA,NA,13,"ancine",36979.5378585089,"ancine",3677,"filmeB","0","ministerioDaJustica",NA,0,NA,"cocorico",1,"multigolbnews",FALSE,FALSE,TRUE
"coisa de mulher","filmeB","Comédia","ministerioDaJustica","eliana fonseca","ministerioDaJustica",2005-09-02,"imdb","2","imdb","adriane galisteu / evandro mesquita / grelo falantes","ministerioDaJustica","warner_bros","ministerioDaJustica",4346484.19902739,"ancine",100,"filmeB",1097239.30645783,"ancine",98963,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"coisa mais linda","filmeB","Documentário","ministerioDaJustica","paulo thiago","ministerioDaJustica",2005-09-02,"folha","4","imdb","documentario",NA,"columbia","ministerioDaJustica",3138678.99373772,"ancine",11,"filmeB",490151.687397984,"ancine",35861,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"como esquecer","filmeB","Drama","ministerioDaJustica","malu de martino","ministerioDaJustica",2010-10-15,"filmeB","3","imdb","ana paula arosio / murilo rosa / natalia lage","ministerioDaJustica","europa","ministerioDaJustica",1796615.61595191,"ancine",8,"filmeB",414937.655755893,"ancine",41769,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"como fazer um filme de amor","filmeB","Comédia","ministerioDaJustica","jose roberto torero","ministerioDaJustica",2004-10-29,"folha","3","imdb","denise fraga / cassio gabus mendes / paulo jose / marisa orth","ministerioDaJustica","imagem","ministerioDaJustica",676897.302403342,"ancine",37,"filmeB",629963.437260034,"ancine",53519,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"como nascem os anjos","ancine","Drama","ministerioDaJustica","murilo salles","ministerioDaJustica",1996-10-25,"adorocinema","4","imdb","priscila assum / silvio guindane / larry pine / ryan massey / andre mattos","ministerioDaJustica","emporio_de_cinema","ministerioDaJustica",706510.723547349,"ancine",2,"ancine",565887.644010693,"ancine",41945,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"como ser solteiro","ancine","Comédia","ministerioDaJustica","rosane svartman","ministerioDaJustica",1998-01-30,"adorocinema","3","imdb","heitor martinez / ernesto piccalo / rosana garcia / cassia linhares","ministerioDaJustica","riofilme","imdb",1216928.30602856,"ancine",25,"ancine",2194646.8339258,"ancine",150778,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"conceicao - autor bom","filmeB","Comédia","ministerioDaJustica","andre sampaio / cynthia sims / daniel caetano / guilherme sarmiento / samantha","ministerioDaJustica",2007-07-27,"filmeB","3","imdb","augusto madeira / jards macale","ministerioDaJustica","riofilme","ministerioDaJustica",NA,NA,3,"filmeB",15741.051898233,"ancine",2248,"filmeB","18","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"concerto campestre","filmeB","Drama","ministerioDaJustica","henrique de freitas lima","ministerioDaJustica",2005-11-11,"imdb","3","imdb","antonio abujamra / samara felipo / leonardo vieira","ministerioDaJustica","imagem","ministerioDaJustica",4197337.03065535,"ancine",12,"filmeB",102055.729068449,"ancine",13010,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"condenado à liberdade","ancine","Drama","ministerioDaJustica","emiliano ribeiro","ministerioDaJustica",2001-04-20,"adorocinema","2","imdb","andre goncalves / antonio pompeo / nathalia timberg / odilon wagner","ministerioDaJustica","ypearts","ministerioDaJustica",4311970.90956424,"ancine",38,"ancine",172453.598878094,"ancine",15262,"ancine","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"condor","filmeB","Documentário","ministerioDaJustica","roberto mader","ministerioDaJustica",2008-04-30,"filmeB","4","imdb","documentario",NA,"imagem","ministerioDaJustica",674177.539295302,"ancine",12,"ancine",NA,NA,NA,NA,"10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"confronto final","filmeB","Ação","ministerioDaJustica","alonso goncalves","ministerioDaJustica",2005-10-21,"imdb","3","imdb","jackson antunes / patricia novaes / silvio amaral / rodrigo signoretti","ministerioDaJustica","karina","ministerioDaJustica",508559.620190761,"ancine",5,"filmeB",18784.8827217273,"ancine",2081,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"constantino","filmeB","Documentário","ministerioDaJustica","otavio cury","ministerioDaJustica",2012-08-10,"filmeB","4","imdb","documentario",NA,"outros","ministerioDaJustica",438730.71528886,"ancine",1,"ancine",3199.94170387835,"ancine",472,"ancine","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
